City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
537,santa isabel do rio negro,-0.4139,-65.0192,23.59,92,39,0.99,BR,1675819950
538,dunedin,-45.8742,170.5036,15.04,53,55,7.24,NZ,1675819793
539,sao joao da barra,-21.6403,-41.0511,24.06,91,100,1.95,BR,1675819774
540,pemangkat,1.1667,108.9667,26.97,78,87,1.07,ID,1675819950
541,mezhdurechensk,53.6942,88.0603,-6.49,97,100,0.86,RU,1675819666
542,remigio,-6.9333,-35.7833,21.6,77,100,3.99,BR,1675819951
543,krasnoarmeysk,51.0239,45.6969,-15.27,97,92,4.96,RU,1675819951
544,solano,38.2333,-121.9511,14.77,66,99,1.25,US,1675819952
545,khudumelapye,-23.8833,24.75,18.62,87,100,3.57,BW,1675819952
546,beringovskiy,63.05,179.3167,-27.3,94,82,3.45,RU,1675819953
547,nemuro,43.3236,145.575,-3.25,59,35,1.97,JP,1675819953
548,central point,42.376,-122.9164,11.21,64,100,0.0,US,1675819886
549,potsdam,52.3989,13.0657,-0.53,90,81,1.6,DE,1675819509
550,kruisfontein,-34.0033,24.7314,19.38,82,100,2.1,ZA,1675819707
551,amapa,1.0,-52.0,22.22,99,100,0.91,BR,1675819954
552,kidal,18.4411,1.4078,23.77,14,90,3.12,ML,1675819954
553,georgiyevka,43.0369,74.7114,-6.98,93,100,1.0,KZ,1675819955
554,newcastle,-32.9272,151.7765,27.49,63,40,5.14,AU,1675819671
555,gergebil,42.5047,47.0661,-1.77,71,85,1.76,RU,1675819955
556,nome,64.5011,-165.4064,-21.02,71,0,1.54,US,1675819744
557,kiruna,67.8557,20.2251,-0.49,74,86,9.77,SE,1675819956
558,geraldton,-28.7667,114.6,25.23,57,0,5.14,AU,1675819673
559,karasuk,53.7377,78.0403,-19.75,99,97,1.62,RU,1675819956
560,half moon bay,37.4636,-122.4286,15.7,69,0,6.69,US,1675819822
561,kloulklubed,7.0419,134.2556,28.28,76,100,8.03,PW,1675819957
562,chabahar,25.2919,60.643,21.71,66,7,1.55,IR,1675819957
563,tigzirt,36.8886,4.1198,11.72,63,100,1.67,DZ,1675819958
564,magadan,59.5667,150.8,-26.93,70,40,3.01,RU,1675819958
565,catamarca,-28.4696,-65.7852,30.99,44,100,1.79,AR,1675819846
566,tucuma,-0.1833,-50.05,23.9,93,100,2.11,BR,1675819959
567,berlevag,70.8578,29.0864,2.0,80,20,11.83,NO,1675819959
568,san juan,-31.5375,-68.5364,33.27,21,9,7.26,AR,1675819960
569,hokitika,-42.7167,170.9667,17.84,52,61,7.17,NZ,1675819960
570,price,39.5994,-110.8107,-1.05,59,0,1.54,US,1675819841
571,ocampo,21.65,-101.5,15.03,23,100,2.43,MX,1675819961
572,oistins,13.0667,-59.5333,24.05,88,75,8.75,BB,1675819677
573,husavik,66.0449,-17.3389,-4.52,70,96,6.11,IS,1675819961
574,manicore,-5.8092,-61.3003,23.97,94,0,1.03,BR,1675819962
575,itarema,-2.9248,-39.9167,25.47,82,100,3.94,BR,1675819962
576,whitehorse,60.7161,-135.0538,-3.57,63,40,7.72,CA,1675819881
577,viransehir,37.2353,39.7631,0.33,84,90,0.97,TR,1675819963
578,sobolevo,54.4299,31.8996,-15.44,99,64,1.59,RU,1675819963
579,bolshaya rechka,51.9503,104.7355,-22.64,93,72,0.69,RU,1675819964
580,berbera,10.4396,45.0143,23.97,81,11,1.6,SO,1675819964
581,yar-sale,66.8333,70.8333,-15.65,85,100,8.39,RU,1675819784
582,pisco,-13.7,-76.2167,24.03,83,0,6.17,PE,1675819772
583,gizo,-8.103,156.8419,29.18,73,100,5.99,SB,1675819965
584,marsh harbour,26.5412,-77.0636,21.79,62,0,8.15,BS,1675819770
585,ayagoz,47.9714,80.4392,-6.69,95,100,0.38,KZ,1675819965
586,kavieng,-2.5744,150.7967,27.59,79,99,4.0,PG,1675819966
